"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173_1","V173_2","V174","V175","V176","V177_1","V177_2","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V197_A","V197_B","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V243_A","V243_B","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282_1","V282_2","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440"
"3","110","11","0","0","0","0","0","0","0","0","1200","0","350","0","0","0","0","0","150","1","0","0","0","0","0","0","600","0","3","1092","3276","0","0","234","0","2210","0","0","0","100","0","0","0","0","0","2144","0","0","0","32","0","1332","0","0","0","0","0","1800","0","100","0","0","0","5408","0","60","0","0","0","2","60","3136","8000","3300","11600","60","0","60","0","11660","9999","1285","1285","0","0","0","0","0","0","2","897","4","0","0","1","100000838","1","1","65","1","6","8","0","6","0","1","2","0","5","5","0","3","1","3","2","57","49","1","8","1","1","1","3","0","0","1","5","0","5","0","0","0","0","0","3","1","38","3","1","0","0","2","64","1070","1","3","5","9","0","0","1","3","5","0","0","0","1","1","1","0","0","1","5","0","6","0","0","4","1","0","0","0","0","4","8","0","8","0","2","4","1","1","1","1","1","1","0","5","0","0","1","2","2","5","5","98","1","5","415","27","1","2","6","0","0","0","1","0","0","2","5","0","0.00","0","0","4","5","3","5","5","5","5","0","1","4","4","1","4","2","1","5","2.00","1","0","1","0","8","0","0","0","0.00","1","26","0","0","7","912","857","3","3","4","5","0","0","5","7","1","0","0","1","0","0","0","0","0","0","0","1","5","1","0","0","5","5","0","0","1","0","1","1","3","5","1","5","2","2","2","2","4","0","0","3","5","8","5","1","0","4","0","0","3","1","1","1","2","5","1","1","1","1","4","2","2","3","1","3","22","1","2","0","1","6","1","2","0","0","0","12960","11675","10125","3.56","3.56","9.27","11162","11176","29077","1100","4595","7065","2210","5436","2.02","3.73","2.48","8","8","8","8","8","8","7","2","5","6","3","6","4","4","6","3","6","4","12","8","1","3","4","2","2","4","2","0","0","5","4","53","4","7","2000","4","3","9","0","0","6","7","6","0.5","0","0","2","2","7","7","4","6","5","7","5","7","1","5","6","1","4.41","4.41","3.41","3.41","4.02","4.02","3.24","3.24","7","7","8","7","2","0","0","0","0","0","0","5","4","2","0","0","0","1","0","0","1","1","0","0","1","4","1","5","106","106","171","4","26","2703"
"3","120","12","0","14000","140","0","0","0","0","0","0","0","350","0","0","0","0","0","105","0","0","0","0","0","0","0","0","0","2","658","2435","0","0","0","0","1196","0","25","1","25","0","0","0","0","0","1103","0","360","0","680","0","0","0","0","0","0","0","2000","0","50","0","0","0","4193","0","0","0","0","0","2","0","3743","60","0","1920","0","0","0","0","2880","0","0","0","1","0","0","0","0","0","0","897","4","0","0","1","100000838","5","1","115","0","5","1","5","0","0","1","1","1","5","5","0","2","1","2","2","77","71","1","0","0","0","0","2","0","0","0","5","0","5","0","0","0","0","0","0","0","22","1","1","0","0","1","60","330","3","3","5","1","0","0","5","0","5","0","0","0","1","1","1","0","1","1","5","0","4","0","0","0","0","6","2","6","2","4","6","0","6","0","1","3","1","1","2","2","3","2","2","3","0","0","1","2","2","5","5","98","1","3","245","67","3","0","0","0","0","0","5","5","0","5","5","0","0.00","0","0","2","5","1","5","5","5","5","4","4","0","2","1","4","5","5","0","0.00","5","1","0","0","2","0","0","0","0.00","1","21","0","0","0","0","0","0","0","2","1","0","0","2","1","1","0","0","3","0","0","2","0","0","0","0","2","1","0","0","0","5","5","2","1","2","1","2","1","0","0","0","5","4","1","4","1","4","1","0","2","5","8","5","1","0","4","1","0","9","2","3","1","1","3","1","1","5","5","1","2","1","2","1","1","4","1","3","1","5","8","3","2","0","840","0","3770","3770","2440","1.18","1.55","3.71","4427","5795","13880","595","1791","1089","1221","3153","1.86","0.05","99.99","3","4","4","3","4","5","4","1","2","2","2","4","1","2","4","3","0","9","1","1","1","3","4","4","0","3","0","0","3","7","6","74","6","7","2800","4","1","9","0","0","4","5","6","0.4","0","1","1","1","8","7","5","3","4","6","6","4","1","8","6","0","1.46","1.46","1.09","1.09","1.41","1.41","1.12","1.12","2","3","3","3","1","0","0","0","0","0","0","6","2","2","2","0","3","0","0","0","1","1","1","0","1","5","1","5","67","76","118","0","26","2019"
"3","130","13","0","15000","150","0","948","0","0","0","0","0","250","0","0","0","0","0","240","0","1086","0","0","0","0","0","198","0","4","1456","4368","0","0","0","0","1876","0","75","1","25","1","0","0","100","1","2460","0","0","0","0","0","1200","0","0","0","0","0","1800","0","100","1","0","0","5560","0","192","0","0","0","2","192","3060","9969","2500","12469","230","0","230","0","12699","0","1420","1510","0","0","0","0","0","0","0","897","4","0","0","1","100000829","1","1","50","2","5","1","5","0","0","5","0","0","0","5","0","4","1","4","2","39","37","1","8","2","2","0","3","0","0","0","5","0","5","0","0","0","0","0","3","2","21","4","1","0","0","2","64","825","1","1","1","3","2","1","1","5","1","4","1","0","1","1","5","5","0","1","5","0","5","0","0","0","0","0","0","0","0","4","6","2","6","2","1","4","1","1","1","2","9","2","1","5","0","0","1","2","2","5","5","98","1","6","705","527","1","1","5","0","0","0","5","1","0","4","5","0","0.00","0","0","2","5","4","5","5","5","5","0","0","3","5","5","7","0","5","0","0.00","5","5","5","1","8","0","0","0","0.00","1","20","0","0","4","385","448","3","4","4","1","6","0","5","7","5","5","0","0","0","0","0","0","0","0","0","1","4","1","0","0","5","3","2","3","2","2","1","0","3","5","0","5","3","3","3","3","4","0","3","2","5","8","1","1","0","3","0","3","9","5","1","1","2","1","1","1","5","1","1","1","1","5","1","5","4","1","3","0","1","3","1","2","0","510","0","13409","11899","10599","2.91","2.72","7.28","8896","8336","22275","2872","6258","6441","2021","5752","1.39","4.05","2.08","8","8","8","8","7","7","6","3","6","6","3","6","4","4","6","2","7","4","1","1","4","3","4","4","0","0","0","2","6","3","3","38","3","6","3000","5","2","9","0","0","4","4","5","0.8","0","1","2","1","8","6","6","3","5","2","7","5","1","7","5","2","3.84","3.84","2.99","2.99","3.59","3.59","2.88","2.88","6","6","7","6","3","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","1","1","1","0","1","5","1","4","94","91","149","0","26","3383"
"3","140","14","0","4000","40","0","0","0","0","0","0","0","250","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1248","3744","52","0","70","0","1750","0","0","0","25","0","0","0","0","0","120","0","1880","0","0","0","0","0","50","0","600","0","950","0","100","0","0","0","3050","0","48","0","0","0","1","48","2790","100","0","1400","80","0","80","720","3100","0","0","50","0","0","0","0","0","0","0","897","4","0","0","2","100000838","2","1","45","4","3","1","5","0","0","1","3","1","5","4","0","4","1","4","1","40","0","2","4","2","0","0","4","0","0","0","5","0","5","0","0","0","0","0","2","2","24","2","1","0","0","1","53","100","3","3","5","5","0","0","5","0","5","0","0","0","5","1","1","0","2","2","5","0","5","1","1","2","1","5","2","5","2","3","6","3","6","3","1","3","1","1","1","2","3","1","2","5","0","0","1","0","2","5","5","98","4","1","382","857","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","0","0","0","0","0","0","1","0","1","0","0","0","0.00","0","0","0","0","2","9","9","9","9.99","4","23","1","6","0","0","0","0","0","0","0","0","0","5","1","5","0","0","3","2","0","0","0","0","2","0","0","0","1","0","0","5","5","2","5","1","0","3","0","0","0","0","5","3","3","3","3","7","0","0","1","5","8","5","1","1","1","3","0","5","1","5","2","1","5","1","1","3","1","1","1","1","1","1","5","22","3","7","0","5","1","3","2","0","240","0","4115","3465","2785","0.83","0.93","2.23","2310","2582","6226","290","2090","1010","1750","1218","1.40","0.83","99.99","4","5","4","3","2","2","2","0","3","2","2","2","1","1","3","2","1","9","1","1","1","2","4","2","2","0","0","0","0","3","0","20","1","9","1333","3","1","9","0","9","5","5","2","1.3","2","2","0","1","6","5","4","3","5","6","6","1","2","9","3","3","0.89","0.89","0.72","0.72","0.87","0.87","0.70","0.70","2","2","2","2","5","0","0","0","0","0","0","4","4","3","1","1","3","2","0","0","2","1","1","1","1","5","1","4","48","51","79","0","26","3383"
"3","150","15","0","0","0","0","0","0","480","0","0","0","350","0","0","0","0","0","0","0","0","0","0","0","0","0","540","0","1","389","1905","0","0","33","0","1267","0","0","0","0","0","0","0","0","0","420","0","760","0","760","0","0","0","0","0","0","0","1000","0","0","0","0","0","2940","0","0","0","0","0","1","0","2900","647","0","647","0","0","0","0","647","0","0","0","0","0","0","0","0","0","0","897","4","0","0","2","100000838","3","1","55","3","4","5","0","0","0","5","0","0","0","5","0","1","1","1","1","51","0","2","0","0","0","0","2","0","0","0","5","0","5","0","0","0","0","0","0","0","22","0","2","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","5","0","0","5","0","4","0","0","2","1","5","0","5","0","0","0","0","0","0","0","3","1","3","1","4","5","3","2","3","0","0","2","0","3","5","4","98","1","7","916","669","1","2","1","3","1","3","5","5","0","2","5","0","0.00","0","0","1","4","1","3","5","5","1","3","3","0","2","1","2","5","5","0","0.00","5","1","0","0","1","0","0","0","0.00","3","19","4","0","0","0","0","0","0","0","0","0","0","5","2","5","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","5","5","2","1","1","0","1","2","0","0","0","5","4","4","4","4","3","3","0","1","5","8","1","7","0","0","0","0","3","5","3","1","3","1","1","1","1","5","1","1","3","1","5","5","2","3","2","0","5","2","3","2","0","0","0","647","647","-183","0.34","0.34","-0.47","985","985","-1364","1370","2637","-1990","1267","1420","3.26","1.54","99.99","1","1","1","0","0","0","0","2","3","0","2","2","0","0","0","4","3","9","3","3","5","1","4","4","1","0","0","0","0","4","0","26","2","9","1200","3","0","9","0","0","3","5","5","0.3","1","4","0","4","2","4","3","4","3","3","6","4","4","5","4","0","0.37","0.37","0.31","0.31","0.34","0.34","0.30","0.30","0","0","0","0","1","0","0","0","0","0","0","1","2","3","2","0","2","1","0","1","3","1","1","0","1","4","1","4","31","31","0","0","26","1663"
"3","160","16","0","0","0","0","0","0","600","0","0","0","500","0","0","0","0","0","64","0","0","0","400","0","80","0","0","0","5","1334","4001","0","0","0","0","1110","0","75","1","0","0","0","0","200","0","1680","0","320","0","0","0","0","0","0","0","25","0","2975","0","155","1","0","0","5130","0","0","0","0","0","2","0","3275","3600","0","3600","0","0","0","952","4552","0","10","10","0","0","0","0","0","0","0","897","4","0","0","2","100000838","4","1","55","7","4","5","0","0","0","5","0","0","0","1","1","5","1","5","2","45","30","1","1","1","0","0","4","0","0","0","5","0","5","0","0","0","0","0","5","1","38","1","1","0","0","1","55","100","3","3","5","1","0","0","5","0","1","4","3","2","3","5","0","5","0","1","5","0","4","0","0","0","0","5","0","5","0","4","0","0","0","0","0","4","1","1","1","3","5","1","1","5","0","0","1","2","8","5","5","98","2","9","999","999","0","9","0","2","0","7","1","0","5","2","0","0","0.00","0","0","5","3","5","7","5","5","5","0","0","0","4","0","4","0","0","0","0.00","0","0","0","0","4","2","2","1","9.99","1","37","0","0","0","0","0","0","0","4","1","6","0","5","5","5","0","0","0","2","0","0","0","0","0","0","5","0","0","0","0","5","1","2","5","1","0","5","0","6","1","1","5","3","1","3","1","4","5","0","4","5","5","5","7","9","0","0","0","5","4","5","1","1","9","1","5","1","4","4","1","1","4","1","2","4","1","3","0","1","7","1","2","0","0","0","5227","5217","4117","1.14","1.30","3.09","3726","4270","10107","1164","2284","2268","1385","4810","1.04","2.14","99.99","5","6","6","5","3","4","3","2","3","3","2","5","1","2","4","1","4","9","1","1","5","3","4","4","0","0","0","2","3","4","2","38","3","8","1500","3","1","9","0","9","7","7","3","1.3","0","2","2","3","5","0","2","7","6","1","4","6","3","6","5","3","1.17","1.17","0.92","0.92","1.10","1.10","0.88","0.88","2","3","2","3","5","0","0","0","0","0","0","2","1","3","1","1","5","1","0","2","3","1","1","0","1","5","1","3","61","65","101","0","26","3978"
"3","170","17","0","14500","145","2","0","0","0","0","0","0","300","0","50","4","0","0","150","0","0","0","0","0","0","0","0","0","3","846","2539","78","0","0","0","1060","1","0","0","0","0","500","0","0","0","1220","0","920","0","320","0","0","0","580","0","25","0","995","0","0","0","0","0","3455","0","0","0","0","0","1","0","2385","3000","0","3500","0","0","0","0","7580","0","170","750","1","0","0","0","0","0","0","897","4","0","0","4","100000829","2","1","40","0","8","1","5","0","0","1","2","2","5","5","0","3","2","3","1","57","0","2","6","2","0","0","3","0","0","0","5","0","5","0","0","0","0","0","1","7","20","1","1","0","0","2","64","825","1","1","5","3","0","0","1","3","5","0","0","0","1","1","1","0","1","0","5","0","5","1","5","0","0","0","0","0","0","4","0","0","0","0","0","3","1","1","1","2","3","0","0","5","0","0","1","2","2","5","5","98","1","7","912","669","1","4","5","0","0","0","5","5","0","5","5","0","0.00","0","0","4","5","1","5","5","5","5","3","4","0","2","1","6","1","5","0","0.00","5","5","5","5","4","0","0","0","0.00","3","18","2","6","0","0","0","0","0","0","0","0","0","5","5","5","0","0","2","0","0","0","5","2","0","0","0","0","0","0","0","1","1","0","0","2","1","3","0","2","9","0","5","0","0","0","0","0","4","0","1","5","8","1","1","1","3","3","0","4","4","5","2","1","1","1","2","5","4","1","1","1","5","5","5","4","4","5","1","5","2","3","2","0","870","2","9025","8250","6885","2.99","3.25","8.14","7120","7750","19410","595","2405","5175","1560","2215","1.84","2.46","99.99","7","7","7","6","6","7","6","1","3","6","2","3","4","4","6","3","4","9","2","2","1","2","4","4","0","3","4","0","6","5","0","29","2","9","1813","3","2","9","0","0","3","4","8","0.4","2","3","0","1","7","3","5","3","3","0","9","4","0","5","6","2","2.71","2.71","2.17","2.17","2.65","2.65","2.12","2.12","6","7","6","7","1","0","0","0","0","0","0","5","1","2","0","0","1","0","0","0","0","1","1","0","1","5","1","6","84","88","139","0","26","2669"
"3","180","18","0","5000","50","0","0","0","0","0","0","0","150","0","100","1","0","0","264","5","1316","5","0","0","0","0","0","0","5","1680","5039","0","0","468","0","1674","0","0","0","0","0","0","0","0","0","2600","0","0","0","0","0","1344","0","0","0","0","0","2000","0","0","0","0","0","5944","0","300","1","65","1","2","365","2868","8600","3076","11676","300","65","365","0","12041","0","1171","1243","0","0","0","0","0","0","0","897","4","0","0","4","100000829","3","1","41","1","4","1","5","0","0","1","1","1","5","5","0","5","1","5","2","49","47","1","7","3","1","1","4","0","0","1","5","0","5","0","0","0","0","0","1","2","28","2","1","0","0","2","67","2310","1","1","1","1","5","2","1","1","5","0","0","0","1","1","1","0","1","3","5","0","5","0","0","5","1","2","0","2","0","9","0","0","0","0","0","1","1","1","1","3","5","0","0","5","0","0","1","2","7","5","4","98","1","6","706","108","1","5","3","1","5","2","5","5","0","4","5","0","0.00","0","0","2","5","5","5","5","5","5","0","0","0","7","1","4","4","5","0","0.00","5","5","1","0","8","0","0","0","0.00","1","27","0","3","7","915","669","3","6","4","1","0","0","5","7","5","0","0","0","0","0","0","0","0","0","0","1","5","2","0","0","5","5","1","1","2","3","3","0","0","0","0","5","2","1","2","1","2","0","0","2","5","8","1","0","0","0","2","3","2","5","3","5","2","1","1","1","5","5","1","1","1","5","1","5","4","1","2","0","1","0","3","2","0","300","0","12441","11198","10598","2.39","2.22","6.31","6853","6373","18092","1780","4697","7344","1674","6309","1.00","3.31","2.29","8","8","8","8","6","6","6","2","5","6","2","6","4","3","6","1","6","4","1","1","1","3","4","4","0","0","7","3","3","4","4","48","4","6","1250","3","4","9","0","0","6","6","3","1.3","0","1","1","2","5","6","6","3","5","1","9","5","0","3","8","3","3.10","3.10","2.43","2.43","2.90","2.90","2.33","2.33","5","5","7","6","5","0","0","0","0","0","0","2","1","4","2","0","2","2","0","0","2","1","0","0","0","2","1","7","83","80","135","0","26","3978"
"3","190","19","0","12000","120","0","960","0","0","0","0","0","250","0","0","0","0","0","0","0","720","0","400","0","200","1","0","0","4","1508","4524","24","0","0","0","1990","0","0","0","100","0","0","0","0","0","3003","1","520","0","0","0","0","0","0","0","1000","0","1300","0","200","0","0","0","5023","0","400","1","120","1","2","520","3329","5744","0","7463","300","60","360","0","8603","0","612","612","0","0","0","0","0","0","0","897","4","0","0","4","100000829","4","1","55","3","6","1","1","0","0","5","0","0","0","3","9","4","1","4","2","40","35","1","8","2","0","0","4","0","0","0","5","0","5","0","0","0","0","0","1","2","23","3","1","0","0","2","62","340","1","5","1","1","9","9","5","0","1","4","3","9","1","1","5","1","0","1","1","4","7","1","5","0","0","2","2","2","2","4","0","0","0","0","0","4","1","1","1","2","5","2","9","5","0","0","1","7","9","5","5","98","1","6","715","108","1","3","1","3","1","2","1","0","0","2","5","0","0.00","0","0","4","5","4","5","5","5","4","4","0","0","3","5","8","0","3","9","3.41","5","1","0","0","6","0","0","0","0.00","1","22","0","0","0","0","0","0","0","0","0","0","0","2","2","5","2","0","0","0","0","0","0","2","0","0","5","0","2","0","0","5","5","2","1","2","1","2","0","9","9","0","1","4","3","4","3","5","0","0","2","5","8","1","2","1","4","2","8","1","1","3","2","1","1","5","1","1","1","1","4","4","1","5","4","4","3","3","0","5","1","3","2","0","660","0","10763","9151","8061","1.90","2.02","5.35","6331","6734","17795","2050","4652","3951","1990","5023","1.32","1.91","99.99","7","8","7","7","6","6","5","3","5","4","2","6","3","3","5","2","3","9","1","1","2","3","4","4","0","0","0","5","0","3","3","38","3","7","2000","4","1","9","0","0","5","5","5","0.7","0","1","0","3","7","7","4","8","4","5","9","6","3","8","6","2","2.60","2.60","2.02","2.02","2.43","2.43","1.95","1.95","4","5","6","5","3","0","0","0","0","0","0","5","3","0","2","0","4","0","0","2","3","1","1","1","1","6","1","5","80","82","133","6","26","3383"
"3","200","20","0","8000","120","3","531","3","0","0","0","0","350","0","100","0","0","0","120","0","648","0","0","0","0","0","192","0","4","1300","3900","52","0","182","0","1120","0","0","0","25","0","0","0","0","0","2400","0","0","0","0","0","0","0","0","0","0","0","1800","0","75","0","652","0","4927","0","652","0","0","0","2","652","3386","2400","0","2400","873","0","873","0","3765","0","16","16","0","0","0","0","0","0","0","415","45","0","0","1","100000248","1","1","45","1","6","1","1","0","0","1","1","1","5","5","0","4","2","4","3","50","0","2","7","2","0","0","5","0","0","1","5","0","5","0","0","0","0","0","3","1","18","1","1","0","0","1","65","936","3","3","1","1","3","1","1","3","5","0","0","0","2","1","5","5","1","1","5","0","4","1","5","4","5","5","0","5","0","4","6","0","6","0","0","3","1","2","1","1","3","1","0","5","0","0","1","2","2","5","5","98","1","7","944","787","3","0","0","0","0","0","5","5","0","3","5","0","0.00","0","0","9","5","3","5","5","5","5","0","0","1","5","1","7","5","5","0","0.00","5","5","5","5","3","0","0","0","0.00","4","17","4","0","0","0","0","0","0","0","0","0","0","2","4","5","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","5","0","0","2","1","3","3","3","1","0","5","2","2","2","2","3","4","0","8","5","6","5","0","0","2","1","0","1","4","1","2","4","1","2","1","5","5","4","1","2","5","5","9","37","1","4","0","5","2","3","2","3","336","3","4226","4210","3304","0.97","1.08","2.54","3269","3728","8059","1961","3097","668","1120","5579","0.86","1.00","99.99","4","5","5","4","3","3","2","2","4","1","2","6","1","1","4","1","2","9","1","1","4","2","3","1","2","0","0","0","0","4","0","25","2","9","1333","3","2","9","0","0","2","3","4","0.7","3","3","2","0","8","7","3","4","5","2","6","6","0","6","6","1","1.10","1.10","0.86","0.86","1.01","1.01","0.82","0.82","2","2","2","2","3","0","0","0","0","0","0","5","3","3","0","0","0","2","0","0","2","1","0","0","1","4","1","4","57","60","93","0","3","3434"
"3","210","21","0","0","0","0","0","0","960","0","0","0","50","0","0","0","0","0","205","0","354","0","25","0","12","0","0","0","3","1010","3030","0","0","0","0","910","0","0","0","0","0","0","0","0","0","2480","0","0","0","80","0","160","0","0","0","0","0","1700","0","12","0","0","0","4432","0","0","0","0","0","2","0","3624","3300","400","3700","0","0","0","0","3700","0","283","283","0","0","0","0","0","0","0","805","4","0","0","1","100000846","1","1","60","7","3","5","0","0","0","5","0","0","0","1","2","3","1","3","2","21","19","1","1","0","0","0","3","0","0","0","1","3","5","0","0","0","0","0","0","0","21","2","1","0","0","1","63","385","1","1","1","1","3","1","1","3","1","2","1","0","3","1","1","0","1","1","5","0","3","0","0","0","0","1","0","1","0","4","0","0","0","0","0","4","1","2","1","2","3","2","0","5","0","0","2","3","3","5","4","98","1","6","680","867","1","1","1","4","3","3","5","5","0","4","1","1","2.60","1","3","9","5","5","5","5","5","5","0","1","0","6","1","6","1","5","0","0.00","5","5","1","0","4","0","0","0","0.00","1","20","0","0","4","364","999","1","4","5","1","1","0","5","5","5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","5","5","0","0","1","0","3","4","6","1","0","5","3","3","3","3","4","1","4","7","5","3","3","1","0","5","0","0","5","2","5","1","4","5","2","1","5","5","5","3","5","5","5","5","4","2","6","0","5","5","5","4","0","0","0","3725","3442","2432","1.22","1.14","2.41","4425","4117","8726","1569","2762","938","910","4352","0.90","1.33","2.50","4","4","4","3","4","4","2","2","3","1","1","5","1","1","4","1","2","5","1","1","1","3","4","4","0","0","0","0","0","1","1","20","1","6","3200","5","1","9","5","0","4","4","3","1.0","1","1","0","0","5","5","3","7","7","4","5","6","2","6","8","1","1.40","1.40","1.08","1.08","1.27","1.27","1.03","1.03","3","2","3","2","4","0","0","0","0","0","0","2","3","3","0","2","4","1","0","0","2","1","1","0","1","5","1","7","67","64","93","0","1","2248"
"3","220","22","0","0","0","0","0","0","1080","0","0","0","50","0","0","0","0","0","48","0","0","0","25","0","12","0","900","0","4","1248","3744","130","0","210","0","2900","0","0","0","0","0","0","0","0","0","3600","0","0","0","0","0","0","0","0","0","0","0","3000","0","12","0","0","0","6612","0","0","0","0","0","2","0","2534","6000","0","6000","0","0","0","0","6000","1200","309","309","0","0","0","0","0","0","0","805","4","0","0","1","100000846","3","1","50","8","4","5","0","0","0","5","0","0","0","1","4","4","1","4","2","31","35","1","3","1","1","1","4","0","0","0","5","0","5","0","0","0","0","0","1","3","25","2","1","0","0","1","63","436","3","3","5","1","0","0","5","0","1","2","1","0","3","5","0","5","0","1","5","0","7","1","1","4","1","0","0","0","0","4","0","0","0","0","0","1","1","2","2","3","5","1","0","5","0","0","2","3","3","5","4","98","1","9","600","917","1","1","5","0","0","0","5","5","0","3","5","0","0.00","0","0","3","5","5","5","5","5","5","0","0","3","6","5","8","0","5","0","0.00","5","5","5","9","6","0","0","0","0.00","1","25","0","0","0","0","0","0","0","3","1","3","0","5","6","5","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","5","5","0","0","1","0","3","0","4","9","1","1","4","1","4","1","2","3","4","1","2","4","5","0","0","0","2","0","5","5","5","1","1","4","1","1","1","1","1","5","1","5","5","1","10","1","4","1","1","7","1","1","0","0","0","6025","5716","4586","1.60","1.53","3.67","4061","3869","9312","2078","6487","-487","2900","6612","2.32","1.67","99.99","6","6","6","5","4","3","3","3","6","0","3","6","2","2","4","4","3","9","0","1","5","3","4","3","2","0","0","0","0","2","3","33","2","2","2700","4","1","9","0","0","5","5","3","1.0","1","1","2","3","5","2","3","5","3","2","5","5","3","4","4","2","1.81","1.81","1.41","1.41","1.69","1.69","1.36","1.36","4","3","4","3","4","0","0","0","0","0","0","2","1","0","2","0","3","1","0","0","3","1","0","0","1","4","1","2","64","62","96","0","1","3383"
